sku,vendor,title,super_category,primary_category,product_category_type,collection_name,material,colour_finish,width_mm,depth_mm,height_mm,installation_type,warranty_years,weight_kg,confidence
TLH2-130x48-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 48 - Matte Black - TLH2-130x48-LV_MB,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,Matte Black,1300,480,,Wall Mounted,10,,0.6571428571428571
TLH2-130x48-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 48 - Mirror Stainless Steel - TLH2-130x48-LV_MS,Accessories,Bathroom Accessories,Heated Towel Rail,Abask,stainless steel,,1300,480,,,10,,0.6714285714285715
TLH2-130x48-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 48 - PVD Aged Iron - TLH2-130x48-LV_AI,Accessories,Bathroom Accessories,Towel Ladder,Abask,stainless steel,,1300,100,428,Wall Mounted,10,,0.65
TLH2-130x48-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 48 - PVD Brushed Gold - TLH2-130x48-LV_BG,Accessories,Bathroom Accessories,Wall Hung,Abask,stainless steel,"Mirror, Brushed, Matt Black, PVD Aged Iron, PVD Brushed Brass / Gold",428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-130x60-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 60 - Brushed Stainless Steel - TLH2-130x60-LV_BS,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,"Mirror, Brushed, Matte Black, PVD Aged Iron, PVD Brushed Brass/Gold",428,100,1300,Wall Mounted,10,,0.6615384615384615
TLH2-130x60-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 60 - Matte Black - TLH2-130x60-LV_MB,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,Matte Black,1300,600,,Wall Mounted,10,,0.6571428571428571
TLH2-130x60-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 60 - Mirror Stainless Steel - TLH2-130x60-LV_MS,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,,1300,600,,Wall Mounted,10,,0.6599999999999999
TLH2-130x60-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 60 - PVD Aged Iron - TLH2-130x60-LV_AI,Accessories,Bathroom Accessories,Towel Ladder,Abask,stainless steel,,1300,100,428,wall mounted,10,,0.65
TLH2-130x75-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 75 - Brushed Stainless Steel - TLH2-130x75-LV_BS,Accessories,Bathroom Accessories,Heated Towel Ladder,Abask,stainless steel,,1300,100,428,wall mounted,10,,0.6466666666666666
TLH2-130x75-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 75 - Matte Black - TLH2-130x75-LV_MB,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,Matte Black,1300,750,,Wall Mounted,10,,0.6571428571428571
TLH2-130x75-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 75 - Mirror Stainless Steel - TLH2-130x75-LV_MS,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,,1300,750,,Wall Mounted,10,,0.6599999999999999
TLH2-130x75-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 75 - PVD Aged Iron - TLH2-130x75-LV_AI,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,"['Mirror Stainless Steel', 'Brushed Stainless Steel', 'Matte Black', 'PVD Aged Iron', 'PVD Brushed Brass/Gold']",428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-130x75-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 130 x 75 - PVD Brushed Gold - TLH2-130x75-LV_BG,Accessories,Bathroom Accessories,Towel Ladder,Abask,stainless steel,PVD Brushed Gold,1300,100,428,wall mounted,10,,0.6533333333333332
TLH2-55x48-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 48 - Brushed Stainless Steel - TLH2-55x48-LV_BS,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,,428,100,1300,Wall Mounted,10,,0.65
TLH2-55x48-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 48 - Matte Black - TLH2-55x48-LV_MB,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,Matte Black,550,480,,Wall Mounted,10,,0.6533333333333332
TLH2-55x48-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 48 - Mirror Stainless Steel - TLH2-55x48-LV_MS,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,,550,480,,,10,,0.6714285714285715
TLH2-55x48-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 48 - PVD Aged Iron - TLH2-55x48-LV_AI,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,Mirror,428,100,1300,Wall Mounted,10,,0.6466666666666666
TLH2-55x48-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 48 - PVD Brushed Gold - TLH2-55x48-LV_BG,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,"Mirror, Brushed, Matte Black, PVD Aged Iron, PVD Brushed Brass/Gold",428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-55x60-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 60 - Brushed Stainless Steel - TLH2-55x60-LV_BS,Accessories,Bathroom Accessories,Wall Hung,Abask,stainless steel,"Mirror Stainless Steel, Brushed Stainless Steel, Matt Black, PVD Aged Iron, PVD Brushed Brass / Gold",428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-55x60-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 60 - Matte Black - TLH2-55x60-LV_MB,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,Matte Black,550,600,,Wall Mounted,10,,0.6571428571428571
TLH2-55x60-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 60 - Mirror Stainless Steel - TLH2-55x60-LV_MS,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,,550,600,,,10,,0.6714285714285715
TLH2-55x60-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 60 - PVD Aged Iron - TLH2-55x60-LV_AI,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,"Mirror Stainless Steel (304), Brushed Stainless Steel (304), Matt Black, PVD Aged Iron, PVD Brushed Brass / Gold",428,100,1300,wall mounted,10,,0.6533333333333332
TLH2-55x60-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 60 - PVD Brushed Gold - TLH2-55x60-LV_BG,Accessories,Bathroom Accessories,Heated Towel Ladder,Abask,stainless steel,PVD Brushed Gold,428,100,1300,Concealed Connection,10,,0.6466666666666666
TLH2-55x75-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 75 - Brushed Stainless Steel - TLH2-55x75-LV_BS,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,,428,100,1300,Wall Mounted,10,,0.65
TLH2-55x75-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 75 - Matte Black - TLH2-55x75-LV_MB,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,Matte Black,550,750,,Wall Mounted,10,,0.6571428571428571
TLH2-55x75-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 75 - Mirror Stainless Steel - TLH2-55x75-LV_MS,Accessories,Bathroom Accessories,Heated Towel Rail,Abask,stainless steel,,550,750,,wall mounted,10,,0.675
TLH2-55x75-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 75 - PVD Aged Iron - TLH2-55x75-LV_AI,Accessories,Bathroom Accessories,Heated Towel Ladder,Abask,stainless steel,,428,100,1300,Wall mounted,10,,0.65
TLH2-55x75-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 55 x 75 - PVD Brushed Gold - TLH2-55x75-LV_BG,Accessories,Bathroom Accessories,Wall Hung,Abask,stainless steel,"Mirror, Brushed, Matt Black, PVD Aged Iron, PVD Brushed Brass / Gold",428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-85x48-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 48 - Brushed Stainless Steel - TLH2-85x48-LV_BS,Accessories,Bathroom Accessories,Heated Towel Ladder,Abask,stainless steel,,850,480,1300,wall mounted,10,,0.65
TLH2-85x48-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 48 - Matte Black - TLH2-85x48-LV_MB,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,Matte Black,850,480,,Wall Mounted,10,,0.6799999999999999
TLH2-85x48-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 48 - Mirror Stainless Steel - TLH2-85x48-LV_MS,Accessories,Bathroom Accessories,Heated Towel Rail,Abask,stainless steel,,850,480,,Wall Mounted,10,,0.675
TLH2-85x48-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 48 - PVD Aged Iron - TLH2-85x48-LV_AI,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,"['mirror', 'brushed', 'matte black', 'pvd aged iron', 'pvd brushed brass']",428,100,1300,wall mounted,10,,0.6533333333333332
TLH2-85x48-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 48 - PVD Brushed Gold - TLH2-85x48-LV_BG,Accessories,Bathroom Accessories,Wall Mounted,Abask,stainless steel,PVD Brushed Gold,428,100,1300,Wall Mounted,10,,0.6533333333333332
TLH2-85x60-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 60 - Brushed Stainless Steel - TLH2-85x60-LV_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.851
TLH2-85x60-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 60 - Matte Black - TLH2-85x60-LV_MB,Accessories,Bathroom Accessories,Towel Warmer,Abask,stainless steel,Matte Black,850,600,,wall mounted,10,,0.6727272727272727
TLH2-85x60-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 60 - Mirror Stainless Steel - TLH2-85x60-LV_MS,Accessories,Bathroom Accessories,Towel Ladder,Abask,stainless steel,,850,600,,Wall Mounted,10,,0.6461538461538461
TLH2-85x60-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 60 - PVD Aged Iron - TLH2-85x60-LV_AI,Accessories,Bathroom Accessories,,,,,,,,,,,0.848
TLH2-85x60-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 60 - PVD Brushed Gold - TLH2-85x60-LV_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.823
TLH2-85x75-LV_BS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 75 - Brushed Stainless Steel - TLH2-85x75-LV_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.841
TLH2-85x75-LV_MB,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 75 - Matte Black - TLH2-85x75-LV_MB,Accessories,Bathroom Accessories,Towel Ladder,Abask,stainless steel,Matte Black,850,750,,Wall Mounted,10,,0.6571428571428571
TLH2-85x75-LV_MS,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 75 - Mirror Stainless Steel - TLH2-85x75-LV_MS,Accessories,Bathroom Accessories,Heated Towel Rail,Abask,stainless steel,,850,750,,Wall Mounted,10,,0.6461538461538461
TLH2-85x75-LV_AI,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 75 - PVD Aged Iron - TLH2-85x75-LV_AI,Accessories,Bathroom Accessories,,,,,,,,,,,0.837
TLH2-85x75-LV_BG,Avenir,Avenir Abask 24V Heated Towel Ladder 85 x 75 - PVD Brushed Gold - TLH2-85x75-LV_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.813
TLH2-85x75_MS,Avenir,Avenir Abask Heated Towel Ladder - 85x75cm,Accessories,Bathroom Accessories,Towel Ladder,Hybrid,stainless steel,Mirror Polished,850,750,,Wall Mounted,10,,0.65
TLH2-85x75_BS,Avenir,Avenir Abask Heated Towel Ladder - 85x75cm,Accessories,Bathroom Accessories,Towel Warmer,Hybrid,stainless steel,,850,750,,wall mounted,10,,0.6461538461538461
TLH2-85x90_MS,Avenir,Avenir Abask Heated Towel Ladder - 85x90cm,Accessories,Bathroom Accessories,Towel Warmer,Hybrid,stainless steel,,850,900,,,10,,0.6714285714285715
TLH2-85x90_BS,Avenir,Avenir Abask Heated Towel Ladder - 85x90cm,Accessories,Bathroom Accessories,Wall Mounted,Hybrid,stainless steel,Mirror Polished,850,900,,,10,,0.675
TLH2-85x90_MB,Avenir,Avenir Abask Heated Towel Ladder - 85x90cm,Accessories,Bathroom Accessories,Towel Warmer,Hybrid,stainless steel,Mirror Polished,850,900,,,10,,0.675
ARRH2_BN,Avenir,Avenir Artizen Robe Hook - Brushed Nickel - ARRH2_BN,Accessories,Bathroom Accessories,Wall Mounted,Beyond,brass,Brushed Nickel,64,43,100,Wall Mounted,10,unknown,0.6533333333333332
ARRH2,Avenir,Avenir Artizen Robe Hook - Chrome - ARRH2,Accessories,Bathroom Accessories,Wall Mounted,Artizen,brass,Chrome,65,60,90,Wall Mounted,10,,0.6599999999999999
ARRH2_MB,Avenir,Avenir Artizen Robe Hook - Matte Black - ARRH2_MB,Accessories,Bathroom Accessories,Wall Mounted,Tago,brass,Matte Black,60,70,50,,10,0.45,0.6799999999999999
ARSTR230_BN,Avenir,Avenir Artizen Single Towel Rail 230mm - Brushed Nickel - ARSTR230_BN,Accessories,Bathroom Accessories,Wall Hung,Avenir Artizen,stainless steel,Brushed Nickel,230,,,,10,,0.6857142857142857
ARSTR230,Avenir,Avenir Artizen Single Towel Rail 230mm - Chrome - ARSTR230,Accessories,Bathroom Accessories,Towel Rail,Artizen,brass,Chrome,230,,,,10,,0.6857142857142857
ARSTR230_MB,Avenir,Avenir Artizen Single Towel Rail 230mm - Matte Black - ARSTR230_MB,Accessories,Bathroom Accessories,Wall Mounted,Avenir Artizen,metal,Matte Black,230,,,wall mounted,,,0.6249999999999999
ARSTR650_BN,Avenir,Avenir Artizen Single Towel Rail 650mm - Brushed Nickel - ARSTR650_BN,Accessories,Bathroom Accessories,Wall Mounted,Artizen,brass,Brushed Nickel,650,,,,10,,0.6857142857142857
ARSTR650,Avenir,Avenir Artizen Single Towel Rail 650mm - Chrome - ARSTR650,Accessories,Bathroom Accessories,Towel Rail,Artizen,brass,Chrome,650,,,,10,,0.6857142857142857
ARSTR650_MB,Avenir,Avenir Artizen Single Towel Rail 650mm - Matte Black - ARSTR650_MB,Accessories,Bathroom Accessories,Towel Rail,Beyond,brass,Matte Black,650,,,,10,,0.6857142857142857
ARSTR900_BN,Avenir,Avenir Artizen Single Towel Rail 900mm - Brushed Nickel - ARSTR900_BN,Accessories,Bathroom Accessories,Wall Mounted,Beyond,brass,Brushed Nickel,900,,,,10,,0.6857142857142857
ARSTR900,Avenir,Avenir Artizen Single Towel Rail 900mm - Chrome - ARSTR900,Accessories,Bathroom Accessories,Towel Rail,Artizen,chrome,Chrome,900,,,,10,,0.6428571428571429
ARSTR900_MB,Avenir,Avenir Artizen Single Towel Rail 900mm - Matte Black - ARSTR900_MB,Accessories,Bathroom Accessories,Towel Rail,Beyond,brass,Matte Black,900,,,,10,,0.6857142857142857
ARSTRH-LF_BN,Avenir,Avenir Artizen Toilet Roll Holder Left Facing - Brushed Nickel - ARSTRH-LF_BN,Accessories,Bathroom Accessories,Toilet Roll Holder,Xylo,brass,Brushed Nickel,,,,Wall Mounted,10,,0.6666666666666665
ARSTRH-LF,Avenir,Avenir Artizen Toilet Roll Holder Left Facing - Chrome - ARSTRH-LF,Accessories,Bathroom Accessories,Wall Mounted,Artizen,brass,Chrome,120,55,180,,10,0.8,0.6799999999999999
ARSTRH-LF_MB,Avenir,Avenir Artizen Toilet Roll Holder Left Facing - Matte Black - ARSTRH-LF_MB,Accessories,Bathroom Accessories,Wall Mounted,Beyond,brass,Matte Black,,,,Wall Mounted,10,,0.6857142857142857
ARSTRH-RF_BN,Avenir,Avenir Artizen Toilet Roll Holder Right Facing - Brushed Nickel - ARSTRH-RF_BN,Accessories,Bathroom Accessories,Toilet Roll Holder,Beyond,brass,Brushed Nickel,200,100,150,Wall mounted,10,1.0,0.6818181818181818
ARSTRH-RF,Avenir,Avenir Artizen Toilet Roll Holder Right Facing - Chrome - ARSTRH-RF,Accessories,Bathroom Accessories,Toilet Roll Holder,Artizen,brass,Chrome,,,,Wall Mounted,10,,0.6499999999999998
ARSTRH-RF_MB,Avenir,Avenir Artizen Toilet Roll Holder Right Facing - Matte Black - ARSTRH-RF_MB,Accessories,Bathroom Accessories,Toilet Roll Holder,Tago,brass,Matte Black,130,108,80,Wall Mounted,10,0.75,0.6818181818181818
TRH8-65_BN,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - Brushed Nickel - TRH8-65_BN,Accessories,Bathroom Accessories,Horizontal,Classic,brass,Brushed Nickel,650,,,wall mounted,10,,0.6538461538461537
TRH8-65_MW,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - Matte White - TRH8-65_MW,Accessories,Bathroom Accessories,,,,,,,,,,,0.812
TRH8-65_CR,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - Mirror Chrome - TRH8-65_CR,Accessories,Bathroom Accessories,Towel Rail,Classic,brass,Mirror Chrome,650,,,Wall Mounted,10,,0.6461538461538461
TRH8-65_AI,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - PVD Aged Iron - TRH8-65_AI,Accessories,Bathroom Accessories,,,,,,,,,,,0.851
TRH8-65_BG,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - PVD Brushed Gold - TRH8-65_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.822
TRH8-65_PN,Avenir,Avenir Classic 24V 65cm Single Horizontal Heated Towel Rail - Polished Nickel - TRH8-65_PN,Accessories,Bathroom Accessories,,,,,,,,,,,0.834
TRH8-90_BN,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail - Brushed Nickel - TRH8-90_BN,Accessories,Bathroom Accessories,Towel Rail,Classic,brass,Brushed Nickel,900,,,wall mounted,10,,0.6538461538461537
TRH8-90_MW,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail - Matte White - TRH8-90_MW,Accessories,Bathroom Accessories,Towel Rail,Classic Vertical,brass,Matte White,900,,,wall mounted,10,,0.6538461538461537
TRH8-90_CR,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail - Mirror Chrome - TRH8-90_CR,Accessories,Bathroom Accessories,Wall Mounted,Classic,brass,Mirror Chrome,900,223,610,Wall Mounted,10,10.0,0.6727272727272727
TRH8-90_BG,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail - PVD Brushed Gold - TRH8-90_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.796
TRH8-90_PN,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail - Polished Nickel - TRH8-90_PN,Accessories,Bathroom Accessories,,,,,,,,,,,0.805
TRH8RH-90_BN,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail with Robe Hook - Brushed Nickel - TRH8RH-90_BN,Accessories,Bathroom Accessories,,,,,,,,,,,0.913
TRH8RH-90_MW,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail with Robe Hook - Matte White - TRH8RH-90_MW,Accessories,Bathroom Accessories,,,,,,,,,,,0.908
TRH8RH-90_CR,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail with Robe Hook - Mirror Chrome - TRH8RH-90_CR,Accessories,Bathroom Accessories,Towel Rail,Classic Vertical,brass,Mirror Chrome,900,,,,10,,0.6714285714285715
TRH8RH-90_BG,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail with Robe Hook - PVD Brushed Gold - TRH8RH-90_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.905
TRH8RH-90_PN,Avenir,Avenir Classic 24V 90cm Vertical Heated Towel Rail with Robe Hook - Polished Nickel - TRH8RH-90_PN,Accessories,Bathroom Accessories,,,,,,,,,,,0.912
TRH3-45_BS,Avenir,Avenir Cubo 24V 450mm Heated Towel Rail - Brushed Stainless Steel - TRH3-45_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.933
TRH3-45_MB,Avenir,Avenir Cubo 24V 450mm Heated Towel Rail - Matte Black - TRH3-45_MB,Accessories,Bathroom Accessories,Towel Rail,Cubo,stainless steel,Matte Black,450,,,wall mounted,10,,0.6583333333333332
TRH3-45_MW,Avenir,Avenir Cubo 24V 450mm Heated Towel Rail - Matte White - TRH3-45_MW,Accessories,Bathroom Accessories,Towel Rail,Cubo,stainless steel,Matte White,450,,,wall mounted,10,,0.6538461538461537
TRH3-65_BS,Avenir,Avenir Cubo 24V 650mm Heated Towel Rail - Brushed Stainless Steel - TRH3-65_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.938
TRH3-65_MB,Avenir,Avenir Cubo 24V 650mm Heated Towel Rail - Matte Black - TRH3-65_MB,Accessories,Bathroom Accessories,Heated Towel Rail,Cubo,stainless steel,Matte Black,650,,,Wall Mounted,10,,0.6538461538461537
TRH3-65_MW,Avenir,Avenir Cubo 24V 650mm Heated Towel Rail - Matte White - TRH3-65_MW,Accessories,Bathroom Accessories,Towel Rail,Cubo,stainless steel,Matte White,650,,,Wall Mounted,10,,0.6538461538461537
TRH3-85_BS,Avenir,Avenir Cubo 24V 850mm Heated Towel Rail - Brushed Stainless Steel - TRH3-85_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.938
TRH3-85_MB,Avenir,Avenir Cubo 24V 850mm Heated Towel Rail - Matte Black - TRH3-85_MB,Accessories,Bathroom Accessories,Wall Mounted,Cubo,stainless steel,Matte Black,850,,,wall mounted,10,,0.6538461538461537
TRH3-85_MW,Avenir,Avenir Cubo 24V 850mm Heated Towel Rail - Matte White - TRH3-85_MW,Accessories,Bathroom Accessories,Towel Rail,Cubo,stainless steel,Matte White,850,,,,10,,0.6857142857142857
TRH2-50_BS,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - Brushed Stainless Steel - TRH2-50_BS,Accessories,Bathroom Accessories,,,,,,,,,,,0.857
TRH2-50_MB,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - Matte Black - TRH2-50_MB,Accessories,Bathroom Accessories,Heated Towel Rail,Curv,stainless steel,Matte Black,500,,,Wall Mounted,10,,0.6538461538461537
TRH2-50_MW,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - Matte White - TRH2-50_MW,Accessories,Bathroom Accessories,,,,,,,,,,,0.836
TRH2-50_MS,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - Mirror Stainless Steel - TRH2-50_MS,Accessories,Bathroom Accessories,Towel Rail,Curv,stainless steel,,500,,,,10,,0.6666666666666666
TRH2-50_AI,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - PVD Aged Iron - TRH2-50_AI,Accessories,Bathroom Accessories,,,,,,,,,,,0.872
TRH2-50_BG,Avenir,Avenir Curv 24V 50cm Single Heated Towel Rail - PVD Brushed Gold - TRH2-50_BG,Accessories,Bathroom Accessories,,,,,,,,,,,0.846
